Acceleration_MPerS2_1X;Acceleration_MPerS2_1Y;Acceleration_MPerS2_1Z;Acceleration_MPerS2_2X;Acceleration_MPerS2_2Y;Acceleration_MPerS2_2Z
0,75;3,82;-3,05;-1,19;16,04;-1,93
-1,98;3,62;-6,92;3,82;12,82;2,83
-0,04;6,45;-10,51;3,6;6,56;-2,99
0,46;6,87;-8,93;0,21;0,7;0,97
-3,12;6,58;-7,36;-3,85;8,86;1,94
-2,02;8,17;-10,56;1,28;15,27;-1,52
-0,26;7,63;-9,68;2,43;6,97;3,27
0,98;6,7;-6,99;1,39;11,37;-1,56
0,48;5,58;-7,32;3,82;10,37;-3,06
-2,02;4,45;-6,6;-4,53;1,77;-0,84
0,59;4,4;-3,29;-6,01;10,26;-5,33
0,74;3,32;-2,63;3,12;15,29;0,45
-1,59;3,79;-7,7;3,25;11,09;0,41
1,17;5,18;-10,62;1,5;3,49;-3,32
0,25;5,29;-8,59;-1,72;1,97;2,3
-2,43;6,05;-7,28;-2,65;14,39;-0,64
-1,28;7,22;-9,54;2,72;12,81;1,21
0,01;7,64;-10,08;1,4;8,45;2,94
1,42;5,52;-7,31;1,69;14,73;-4,51
0;3,85;-7,8;0,93;6,06;-0,43
-0,93;4,71;-6,3;-7,52;4,75;-1,99
1,5;3,82;-2,79;-3,72;16,77;-4,05
-0,26;2,75;-5,13;3,73;16,43;2,74
-1,35;3,52;-9,45;2,55;10,2;-2,72
1,62;4,89;-11,36;0,6;2,82;-0,23
-0,03;5,56;-8,85;-3,06;8,1;3,74
-2,25;5,67;-8,02;-1,41;17,67;-1,98
-0,47;7,58;-10,88;2,05;10,67;4,36
0,82;7,89;-9,45;1,62;12,35;1,46
1,61;4,93;-7,66;3,43;13,54;-3,46
0,2;4,17;-8,15;-3,06;2,49;1,54
-0,96;5,34;-6,17;-8,57;9,81;-4,64
0,98;3,71;-3,07;-0,24;19,18;-0,15
-0,74;1,99;-4,55;3,98;13,29;3,99
-1,29;4,46;-9,93;1,69;6,16;-3,8
1,71;6,59;-11,67;-1,75;3,02;2,54
-0,69;5,52;-9,36;-3,44;11,91;1,47
-2,28;5,58;-8,57;0,78;15,88;-0,41
-0,19;7,5;-10,94;2,22;9,01;4,84
0,99;7,25;-10,5;2,88;12,87;-3,57
1,77;4,45;-8,39;1,83;8,88;-1,65
-0,67;3,96;-9,85;-5,91;1,63;-0,1
-0,68;4,66;-6,56;-5,1;12,86;-4,56
1,39;3,71;-2,78;2,38;17,29;3,59
-1,72;4,02;-7,11;3,94;10,2;-1,1
-0,94;5,3;-11,07;1,14;1,38;-2,87
1,27;6,27;-11,1;-3,23;3,05;3,85
-2,11;6,52;-8,7;-1,67;15,88;-1,25
-2,31;7,01;-8,11;2,06;10,52;2,12
-0,3;8,74;-10,24;1,74;8,13;0,98
0,85;7,33;-9,17;3,76;14,26;-3,63
0,9;4,72;-7,94;-0,48;3,03;1,02
-1,66;5,36;-8,07;-7,25;4,62;-4,87
-0,2;5,14;-4,6;-0,5;15,74;-2,61
1,03;4,08;-2,24;5,39;13,88;3,25
-2,18;4,78;-6,99;3,02;7,36;-2,75
-0,45;6,24;-11;-0,1;-0,86;0,94
0,79;6,39;-9,43;-2,94;6,81;1,13
-2,54;5,76;-7,88;0,05;15,01;-1,44
-2,09;7,44;-8,32;2,19;7,8;3,55
-0,55;7,95;-9,32;1,73;11,18;-1,38
0,31;6,18;-7,67;3,9;9,56;-3,08
0,2;4,5;-6,77;-3,14;0,87;-0,98
-1,75;3,15;-7,49;-7,1;9,85;-4,8
0,34;3,99;-2,69;2,64;16,78;-0,1
0,34;3,1;-1,69;4,98;12,7;0,44
-2,38;3,11;-8;0,71;3,78;-2,63
1,1;6,06;-11,36;-2,24;1,51;2,78
1,05;4,82;-10,22;-2,96;14,37;0,4
-2,86;4,96;-7,11;0,88;13,45;0,55
-1,11;7,55;-8,47;1,93;8,81;3,56
0,72;8,07;-9,7;3,73;15,24;-2,93
1,22;6,44;-6,89;1,4;5,72;-0,7
0,33;3,65;-8,25;-8,45;3,4;-1,26
-1,01;4,56;-6,92;-3,92;16,01;-4,53
1,29;3,75;-2,01;5,03;16,44;2,48
0,27;2,14;-3,18;2,06;11,24;-2,02
-1,65;4,2;-8,37;-0,26;2,75;-1,55
1,22;5,27;-12,09;-1,72;7,18;4,33
-0,28;5,68;-9,34;-1,94;18,46;-2,09
-2,49;4,8;-7,52;0,83;10,79;2,43
-0,06;7,36;-10,88;2,14;12,31;1,96
0,64;9,34;-9,39;3,5;14,46;-2,99
1,21;4,9;-7,63;-2,43;2,55;2,02
0,53;4,18;-9,88;-8,86;9,18;-4,48
-0,43;4,97;-7,56;-1,26;17,99;-1,09
1,58;4,15;-2,81;4,8;13,86;3,98
-0,44;2,89;-4,13;1,87;7,63;-3,95
-1,34;3,87;-9,93;-1,19;2,31;2,68
1,34;7,68;-12,12;-3,1;10,9;1,59
-1,01;5,43;-9,34;-0,77;14,31;-1,34
-1,91;4,93;-8,47;2,04;8,78;4,64
0,45;7,71;-10,6;3,03;14,77;-3,75
1,11;7,05;-9,3;2,04;8,88;-1,36
1,16;5,79;-7,95;-6,31;0,86;1,43
-0,78;3,29;-9,89;-7,16;12,76;-5,72
-0,28;4,11;-6,81;2,99;18,06;1,94
1,31;4,17;-2,93;5,24;11,99;0,49
-1,78;2,52;-5,93;0,88;2,88;-2,68
-1,24;5,8;-10,39;-3,03;2,84;3,48
0,96;6,89;-12,18;-2,13;14,22;-0,7
-2,2;6,01;-9,93;1,88;10,52;1,3
-2,31;6,26;-9,24;2,52;8,46;1,34
0,01;7,48;-10,99;4,39;13,69;-4,12
0,53;7,76;-8,33;0,09;2,42;0,71
1,11;5,07;-8,01;-7,89;3,34;-2,57
-0,86;5,33;-9,31;-2,54;16,04;-2,86
-0,31;5,02;-4,41;4,6;14,51;2,75
1,46;2,97;-1,6;3,96;7,41;-2,75
-1,79;3,86;-5,29;-0,05;0,47;0,58
-0,95;5,85;-9,96;-3,45;7,2;2,52
0,43;7,26;-10,33;-0,16;14,21;-1,97
-2,91;5,85;-7,66;2,66;7,95;2,8
-2,47;5,96;-8,87;3,52;12,31;-1,42
-0,83;7,89;-9,74;4,41;9,85;-2,65
0,65;6,58;-6,99;-3,47;0,49;1,05
0,5;5,39;-7,25;-7,36;9,53;-5,63
-2,09;5,17;-7,94;1,31;16,15;-0,27
0,88;4,43;-4,38;5,03;12,8;1,24
1,82;2,86;-1,94;1,93;3,95;-4,18
-1,61;3,25;-6,08;-2,1;1,3;3
0,54;6,43;-11,28;-3,73;13,91;0,15
0,89;6,63;-10,1;0,92;13,07;-0,24
-2,35;6,17;-7,96;2,34;8,76;3,88
-1,62;7,07;-9,12;3,03;15,17;-3,14
0;7,13;-8,78;3,19;6,79;-0,47
0,87;6,54;-6,55;-6,49;3,71;-1,35
0,02;4,45;-7,16;-6,05;16,41;-4,04
-1,71;4,28;-7,53;4,01;17,17;2,61
0,66;4,46;-2,77;4,1;10,1;-2,45
0,64;2,37;-2,68;1,33;3,93;-1,4
-2,22;3,07;-8,74;-3,62;7,81;3,43
0,85;5,49;-11,29;-4,11;16,88;-1,26
0,97;6,29;-10,27;1,46;11,21;2,87
-2,47;6,03;-8,71;1,7;12,03;0,69
-0,13;6,85;-10,96;4,13;14,74;-2,95
1,45;7,61;-10,43;-1,44;3,16;2,32
1,62;5,47;-6,47;-10,26;8,64;-3,03
0,65;5,01;-9,3;-0,65;19,01;-1,6
-1,44;5,84;-7,43;5,82;13,86;2,89
1,35;3,82;-2,52;2,69;6,58;-3,13
0,19;2,04;-4,82;-0,85;2,56;1,69
-2,61;3,18;-7,97;-4,68;12,07;2,99
0,88;6,45;-11,2;-0,58;14,94;-0,73
-0,51;6,44;-9,44;1,53;7,38;2,59
-2,7;5,09;-8,33;2,28;13,63;-2,56
-0,05;6,69;-11,8;3,34;9,46;-1,04
1;5,37;-8,99;-6,19;1,89;0,91
1,71;3,78;-7,96;-7;12,05;-6,28
-0,1;4,8;-10,1;1,86;16,07;1,28
-0,72;4,49;-7,19;3,99;12,27;1,08
1,83;3,8;-3,82;2,92;3,41;-3,64
-1,07;2,65;-5,67;-2,46;1,97;4,35
-1,71;4,74;-11,04;-3,25;14,97;-0,24
1,19;8,04;-10,88;1,66;11,54;0,3
-1,88;6,73;-8,23;2,56;7,68;3,41
-2,78;7,49;-9,99;4,95;13,49;-4,31
-0,16;8,43;-11,08;0,21;3,5;0,79
0,48;5,86;-8,52;-8,49;3,7;-1,56
0,9;5,3;-7,03;-3,21;15,76;-4,75
-1,05;5,91;-8,41;3,96;13,79;3,71
-0,61;5,77;-5,33;4,47;6,71;-2,84
1,79;3,82;-2,32;1,24;-0,04;-1,55
-1,61;2,4;-6,12;-3,36;6,3;3,58
-1,83;5,38;-9,7;-0,62;15,18;-1,97
0,77;7,7;-10,25;2,33;8,02;3,19
-2,19;6,7;-7,93;2,62;9,85;-0,58
-2,43;6,29;-8,83;4,28;10,4;-3,96
0,02;8,02;-11,21;-3;1,74;1,82
0,65;8,02;-7,17;-7,41;9,28;-5,56
0,72;4,76;-6,69;1,1;16,32;-1,26
-1,3;4,08;-8,16;4,53;12,76;2,51
0,33;5,83;-4,16;1,94;4,37;-5,27
2,09;4,7;-2,95;-1,22;0,59;2,49
-2,08;2,34;-6,84;-3,36;13,82;1,7
-0,75;4,02;-10,75;-0,35;14,31;-1,48
1,32;6,31;-9,39;1,92;7,46;4,29
-2,58;5,6;-6,62;4,18;13,83;-2,73
-1,92;6,91;-8,96;2,23;6,55;-1,5
0,53;7,1;-9,62;-6,78;4,22;0,2
1,2;4,32;-6,59;-4,42;16,74;-5,15
0,58;4,49;-6,77;3,91;16,56;1,83
-1,29;5,37;-7,05;3,4;10,95;-0,89
1,37;4,96;-3,82;0,55;3,1;-2,83
1,21;3,02;-3,99;-2,84;7,13;3,74
-2,13;1,76;-8,48;-2,1;19,13;-0,86
0,77;5,3;-11,47;1,2;11,2;2,4
0,58;6,91;-10,22;1,15;10,8;2,94
-2,74;5,58;-8,02;3,5;15,04;-3,13
-1;7,11;-10,45;-1,43;4,53;1,52
0,92;7,39;-10,35;-8,07;9,06;-2,74
1,31;5,26;-6,54;-0,69;17,97;-2,24
-0,36;4,63;-7,77;3,76;13,73;3,77
-0,97;4,81;-7,25;2,25;6,48;-3,52
2,03;4,28;-3,08;-0,08;2,32;0,73
0,13;2,96;-3,85;-4,12;11,26;3,63
-2,2;2,89;-8,99;-0,47;14,97;-1,84
0,95;5,22;-11,85;1,66;9,35;2,99
-0,34;5,52;-9,34;1,34;14,07;-0,63
-2,75;5,03;-8,43;2,49;9,64;-2,08
-0,12;7,32;-10,96;-5,5;2,23;1,25
1,16;6,81;-10,44;-7,01;12,85;-5,21
1,32;3,94;-8,76;2,39;17,5;0,17
0,03;4,3;-9,09;4,93;11,2;2,16
-0,69;5,42;-6,77;1,55;2,92;-3,47
1,96;5,37;-3;-2,77;1,88;2,98
-0,59;3,99;-6,17;-2,2;14,27;0,3
-2,42;3,74;-11,29;1,44;12,6;-0,4
1,04;6,71;-10,96;2,39;7,31;3,32
-1,49;6,83;-8,65;4;12,82;-4,53
-3,13;6,32;-8,44;-0,63;3,82;-0,27
-0,27;8,75;-11,11;-7,33;3,31;-0,78
0,37;7,09;-9,51;-2,15;16,23;-6,33
1,04;4,1;-6,8;4,13;14,4;3,42
-0,96;4,32;-8,78;3,43;7,09;-1,1
-1,1;5,26;-5,18;0,35;0,38;-2,25
1,6;5,62;-1,87;-2,62;6,57;4,23
-1,59;3,77;-6,31;-0,05;15,78;-2,69
-1,85;5,09;-10,43;3,02;7,85;1,84
1,06;7,88;-11,18;2,97;9,91;0,43
-1,74;6,1;-7,86;3,25;11,01;-4,93
-2,92;7,34;-8,15;-3,67;0,78;1,06
-0,65;9,04;-11,11;-7,55;8,12;-5,15
1,06;6,48;-7,97;1,16;16,26;-1,4
0,84;5,1;-7,21;5,09;12,78;2,74
-1,45;4,17;-7,84;2,01;4,55;-4,72
0,07;4,05;-2,93;-2,55;0,5;2,46
1,85;4,58;-1,1;-3,76;13,11;0,95
-1,49;3,49;-6,28;1,48;14,33;-0,68
-0,75;4,3;-10,86;2,59;7,8;3,97
1,32;6,1;-9,56;3,38;14,32;-4,1
-2,33;5,3;-7,16;1,43;7,26;-0,33
-2,61;6,6;-8,65;-7,67;3,37;-0,01
0,16;8,91;-9,87;-4,76;16,08;-5,87
1,21;5,48;-7,83;4,27;16,93;2,53
1,01;3,16;-7,75;4,24;11,17;-0,55
-0,84;4,59;-8;-0,1;4,25;-2,04
1,36;4,47;-3,22;-4,05;6,5;3,85
1,45;3,81;-2,68;-1,6;17,09;-0,83
-2,58;2,48;-8,41;1,61;11,5;2,19
0,66;4,44;-11,34;1,96;11,48;2,49
1,13;6,01;-10,05;4,21;15,09;-2,4
-2,79;4,4;-7,69;-2,23;3,28;1,1
-1,01;7,74;-9,67;-9,07;7,72;-3,06
0,09;8,22;-9,85;-0,54;18,52;-2,28
1,08;4,91;-6,68;5,66;14,01;4,04
0,71;5,15;-9,07;2,99;7,66;-1,52
-1,36;4,6;-7,67;-0,84;2,81;-0,05
1,62;3,9;-2,61;-4,98;10,18;2,41
0,82;3,15;-4,32;-1,25;15,88;-0,6
-2,06;3,82;-9,06;2,78;9,47;2,97
1,22;6,1;-12,12;1,82;13,4;-0,75
0,62;5,26;-9,58;1,69;10,32;-2,56
-2,44;5,35;-8,29;-5,74;1,92;0,46
-0,77;7,58;-11,42;-6,76;11,33;-4,41
0,85;7,52;-9,84;3,59;16,75;0,08
1,25;4,93;-8,31;4,88;11,68;1,53
-0,24;4,47;-9,45;1,87;3,29;-2,85
-1,43;5,28;-7,24;-2,39;2,16;3,91
1,06;3,83;-3,68;-3,87;13,65;0,27
-0,25;3,71;-4,9;2,17;11,78;-1,03
-2,59;4,33;-10,11;2,96;7,99;4,14
0,35;6,24;-11,51;3,14;13,54;-3,74
-0,45;6,53;-9,15;0,11;5,21;-1,04
-2,83;4,77;-8,85;-7,78;3,48;-1,03
-0,81;9,01;-10,43;-2,52;14,72;-5,99
0,61;8,55;-9,03;4,73;14;3,56
0,92;4,1;-7,35;4,2;7,62;-1,35
-0,77;6,07;-8,9;1,41;1,83;-2,84
-0,87;5,1;-5,56;-3,79;5,75;4,65
1,78;3,91;-2,28;-1,28;14,42;-2,21
-1,04;3,99;-6,02;3,22;8,89;1,56
-2,15;4,28;-9,2;3,12;9,51;0,39
0,61;8,02;-10,3;4,01;10,95;-4,93
-2,01;6,02;-8,48;-3,91;1,26;1,67
-2,87;5,43;-8,07;-8,46;7,34;-4,86
-0,55;9,01;-10,42;1,46;15,69;-2,17
0,22;6,26;-7,65;5,19;12,45;2,8
0,55;4,87;-6,76;2,34;5,86;-4,74
-1,34;5,09;-8,35;-1,49;1,53;2,86
0,19;3,76;-4,45;-4,04;12,5;1,51
2,38;3,51;-2,62;0,38;14,28;-2,16
-1,4;2,49;-6,6;2,46;7,62;4,35
-0,39;5,02;-10,38;4,08;14,84;-2,74
1,88;6,95;-9,97;2,06;8,52;-1,41
-2,14;4,72;-7,58;-8,17;2,16;-0,3
-2,43;6,48;-8,64;-5,51;14,09;-5,72
0,45;8,48;-9,89;4,14;17,1;2,83
1,11;6,07;-7,54;4,02;11,59;0,16
0,26;4,67;-7,21;0,64;4,39;-2,8
-0,82;4,75;-7,61;-3,11;6,82;4,01
1,08;3,56;-3,52;-2,5;17,48;-0,53
0,94;2,94;-2,46;0,86;11,63;1,87
-1,71;3,43;-7,84;2,44;10,51;2,68
0,62;5,28;-11,01;3,89;16;-3,72
0,92;6,93;-9,36;-2,67;4,4;1,12
-2,42;5,27;-8,32;-8,38;5,71;-2,08
-1,04;6,34;-10,55;-1,12;17,69;-2,64
0,78;7,92;-10,91;4,41;14,46;4,15
1,28;4,69;-7,64;2,77;8,13;-2,72
0,83;4,5;-7,96;-0,58;3,47;0,17
-0,86;5,25;-8,54;-3,33;9,73;3,63
1,63;4,09;-4,11;-1,15;16,24;-1,76
1,17;3,34;-4,06;1,02;9,7;3,51
-2,29;3,03;-8,49;2,55;13,44;-0,88
0,88;6,35;-10,37;3,19;11,4;-2,93
0,56;6,42;-9,67;-4,73;1,43;1,84
-2,83;4,72;-8,45;-7,41;10,9;-5,18
-0,46;7,57;-10,55;1,49;16,92;0,8
0,73;7,08;-10,39;5,58;11,19;2,64
0,96;4,93;-7,6;2,88;3,94;-4,17
0,14;4,61;-8,98;-2,29;2,53;3,08
-1,3;4,6;-7,34;-3,79;13,55;-0,25
1,27;4,55;-4,6;0,68;12,03;-0,63
-0,15;2,83;-6,31;2,72;7,76;3,98
-2,11;4,06;-9,68;3,66;13,86;-4,05
0,94;6,79;-11,84;0,31;5,42;-0,82
-1,04;6,04;-9,03;-7,09;3,05;-1,56
-3,06;6,28;-9,16;-3,11;14,25;-4,34
-0,52;8,13;-11,09;4,62;14,73;4,39
0,27;7,43;-8,04;3,9;8,79;-2,01
0,77;5,63;-7,23;0,76;0,43;-2,13
-0,72;5,24;-7,21;-2,42;5,69;4,06
-1,44;5,05;-5;-1,41;15,98;-2,44
1,34;5,14;-2,95;2,93;7,66;2,31
-0,81;4,23;-4,8;3,89;9,08;0,47
-2,41;3,72;-9,95;3,48;11,78;-5,34
0,57;6,45;-9,91;-2,67;1,27;1,46
-1,5;6,64;-7,77;-7,79;7,7;-4,68
-3,35;6,75;-9,08;0,22;15,68;-2,52
-0,77;8,75;-10,01;4,86;12,86;4,09
0,76;6,23;-7,8;1,7;6,09;-4,7
0,89;4,73;-6,85;-0,86;0,71;0,71
-1,43;5,41;-7,45;-3,48;13,61;1,87
-0,6;4,13;-4,16;-0,16;15,46;-2
2,55;3,86;-3,13;2,43;6,43;4,94
-0,84;3,32;-6,68;2,94;14,49;-1,99
-0,91;4,05;-10,57;2,89;9,26;-2,72
1,98;6,2;-10,32;-6,71;2,53;-0,02
-1,88;5,86;-6,48;-6,71;13,73;-5,79
-2,68;7,35;-9,17;3,41;16,35;2,33
0,17;8,72;-10,21;3,41;12,64;0,39
1,03;5,79;-6,7;0,98;4;-3,87
0,65;4,11;-7,43;-2,62;4,71;3,21
-1,49;4,16;-6,26;-3,11;18,13;-1,26
0,45;4,49;-4,03;1,65;12,36;2,25
1,68;3,93;-3,56;2,25;10,5;4,47
-2,13;1,59;-7,57;3,73;15,6;-3,71
-0,03;4,26;-12,53;-1,31;3,58;-0,01
1,66;7;-9,14;-8,73;7,1;-2,29
-2,3;5,51;-8,13;-2,05;18,78;-2,17
-1,34;7,96;-10,94;3,71;14,59;4,29
1,18;8,46;-10,1;2,27;7,83;-2,4
1,53;5,1;-9,01;-0,35;2,03;-0,46
1,02;4,7;-8,13;-3,27;10,01;2,7
-1,06;4,71;-6,93;-0,87;16,19;-0,8
0,69;4,19;-3,79;1,75;7,58;3,94
1,29;3,13;-3,08;2,81;12,45;-0,46
-1,95;3,2;-8,62;2,7;11,03;-2,92
0,28;5,44;-11,64;-4,59;0,89;0,94
0,65;5,62;-8,96;-6,51;11,05;-4,36
-2,8;5,42;-7,95;1,07;17,08;0,97
-0,91;7,07;-10,74;3,71;11,64;2,63
1,11;6,6;-10,7;1,8;4,57;-3,96
1,38;3,98;-8,75;-1,73;2,25;2,57
0,35;4,2;-9,31;-2,85;13,49;0,33
-1,13;4,63;-7,52;1,46;12,15;-0,56
1,44;3,33;-4,04;2,75;7,75;4,91
0,42;3,89;-5,48;3,61;14,61;-3,4
-2,21;4,31;-10,28;0,89;4,55;-1,97
0,8;6,02;-11,82;-6,94;1,55;-0,78
-0,26;6,67;-9,05;-2,41;15,21;-4,54
-3,05;5,92;-8,61;4,83;14,59;3,93
-1,08;8,84;-10,76;2,86;7,42;-1,09
0,1;7,53;-9,19;0,16;0,74;-3,08
0,66;4,8;-7,71;-2,76;5,21;3,95
-0,57;5,51;-8,34;-0,08;15,3;-1,91
-1,59;4,24;-5,6;3,11;8,34;2,46
0,99;4,74;-2,24;2,02;9,45;1,47
-0,6;4,69;-3,87;4,32;12,53;-5,27
-1,9;4,79;-10,4;-2,17;1,32;1,02
1,13;7,4;-11,79;-8;7,08;-5,44
-1,24;6,07;-7;1,26;16,6;-3,16
-3,24;6,34;-8,5;4,68;13,2;3,8
-0,7;8,46;-10,21;1,21;5,69;-5,15
0,4;7,27;-8,14;-1,75;0,42;1,63
0,86;6,46;-8,31;-3,51;12,63;1,96
-1,38;4,71;-7,28;1,2;14,81;-2,61
-1,19;3,1;-4,29;2,56;6,48;6,09
1,84;4,4;-1,51;2,76;15,47;-1,36
-1,53;4,2;-5,32;2,19;9,84;-2,93
-1,22;4,31;-11,68;-7,01;1,33;-0,75
2,06;5,82;-9,79;-5,11;13,29;-6,48
-1,76;4,88;-6,82;4,32;18,03;2,5
-2,18;6,45;-7,74;2,8;13,85;-0,09
0,1;8,89;-9,2;0,22;3,52;-3,8
0,47;6,53;-8,24;-2,39;4,86;3,47
1,3;4,71;-7,25;-3,17;18,92;-1,61
-1,1;3,85;-7,69;1,18;12,61;2,73
-0,03;3,52;-3,72;2,29;10,46;4,11
2,23;3,95;-1,83;3,01;16,2;-3,79
-1,84;3,05;-7,04;-1,91;5,44;0,54
-0,67;4,93;-12,22;-8,89;6,26;-3,32
1,89;5,77;-11,39;-1,24;16,63;-2,24
-1,9;4,2;-7,35;4,87;15,87;4,62
-1,61;6,89;-8,72;1,81;8,68;-3,22
0,7;8,7;-10,42;-0,25;1,37;0,03
0,94;6,35;-8,68;-3,47;9,15;3,35
1,16;4,7;-8,99;-0,97;15,36;-1,46
-0,69;4,59;-8,29;2,88;8,65;3,91
0,39;3,64;-3,59;2,09;13,4;0,59
1,29;2,45;-2,07;1,95;12,18;-2,86
-2,1;3,53;-8,44;-5,63;2,13;0,01
-0,07;5,59;-12,66;-7,84;9,55;-4,71
1,45;5,2;-10,39;2,73;16,59;0,53
-2,26;4,13;-8,03;4,75;13,37;2,73
-0,92;6,68;-9,04;1,14;4,85;-3,48
1,23;8,31;-10,87;-1,6;1,3;1,97
0,97;5,93;-8,67;-2,84;12,78;0,66
0,76;4,68;-9,5;1,27;11,82;-0,03
-0,73;4,34;-9,54;3,02;7,23;4,28
0,57;4,02;-3,37;3,64;14,52;-2,98
0,35;4,39;-4,81;0,63;5,91;-1,16
-2,44;5,21;-9,92;-7,4;1,92;-0,81
-0,05;6,73;-11,34;-3,67;13,43;-4,82
-0,01;5,58;-10,29;4,72;14,2;3,08
-2,88;4,86;-7,91;3,46;9,38;-1,87
-1,13;7,81;-9,37;0,33;1,81;-2,66
0,46;8,73;-8,48;-1,97;4,4;4,02
1,08;6,48;-7,25;-1,53;14,4;-2,94
-0,12;4,27;-9,56;2,48;7,69;2,52
-1,48;4,17;-6,47;4,21;9,52;2,02
1,41;4,63;-2,51;4,42;14,49;-5,58
-0,27;3,77;-4,62;-2,06;1,54;0,98
-2,84;5,21;-9,6;-8,1;4,93;-4,94
0,57;7,18;-11,23;0,83;16,03;-2,76
-0,79;5,62;-8,74;6,29;12,68;3,97
-3,18;5,58;-8,21;1,54;6,57;-5,08
-0,87;8,01;-8,91;-2,28;1,32;1,04
0,51;7,99;-7,69;-4,43;10,04;1,84
0,92;6,17;-6,51;1,02;15,05;-1,79
-1,17;4,72;-7,28;4,01;6,75;5,58
-0,89;4,05;-5,92;2,07;14,11;-2,2
2,28;4,09;-2,4;2,21;11,91;-2,65
-1,09;3,98;-5,02;-6,1;1,38;-0,02
-2,12;5,11;-10,07;-6,23;12,74;-5,74
1,5;6,92;-10,2;4,28;17,55;2,64
-0,89;5,49;-8,63;3,48;12,28;-0,33
-2,54;4,97;-8,5;0,36;5,93;-3,88
-0,35;7,86;-8,9;-3,06;5,09;4,39
0,83;7,28;-7,16;-3,77;17,13;-0,92
0,81;5,26;-6,62;1,46;12,45;2,46
-1,48;4,47;-8,16;1,74;9,37;4,57
-0,24;3,09;-4,51;3,96;17,72;-4,01
2,07;3,54;-1,73;-0,25;6,38;0,51
-1,65;3,3;-6,78;-9,4;5,57;-2,24
-1,18;4,88;-10,95;-1,95;17,05;-2,59
1,63;6,59;-10,14;4,62;14,29;4,44
-1,35;3,77;-8,79;2,9;8,66;-2,52
-1,49;6,19;-9,91;0,51;3,17;-0,61
0,7;8,45;-10,13;-4,59;9,37;2,75
1,23;5,85;-7,36;-2,15;15,51;-0,44
0,71;5,36;-7,77;1,66;7,43;3,9
-1,65;4,05;-8,81;2,68;12,49;-1,17
0,64;3,96;-4,69;3,23;13,94;-3,63
2,22;3,25;-3,16;-5,58;2,76;0,17
-2,04;2,68;-7,96;-7,77;9,08;-4,08
-0,56;6,15;-11,24;1,74;16,15;1,03
1,13;5,5;-10,03;5,39;11,57;2,06
-2,02;4,19;-9,1;2,86;5,42;-4,02
-0,82;6,34;-10,34;-2,66;3,08;2,65
1,24;7,28;-10,45;-3,39;11,73;1,38
1,71;5,76;-8,5;1,3;11,05;-0,7
0,47;4,41;-8,68;2,65;6,49;4,13
-1,63;5,43;-8,83;4,15;14,23;-3,17
1,32;3,93;-4,58;0,06;7,08;-2,61
0,66;2,97;-4,48;-7,84;1,73;-0,49
-2,97;5,19;-9,89;-3,05;13,44;-4,67
0,12;6,78;-10,97;4,47;14,56;3,35
-0,12;6,79;-9,33;3,41;9,19;-0,25
-2,91;5,07;-9,67;0,28;1,99;-3,54
-0,74;7,59;-10,67;-2,38;4,75;3,91
0,79;8,92;-9,42;-0,95;15,17;-1,79
1,49;5,48;-7,42;2,05;7,45;2,19
-0,32;5,64;-8,42;3,19;8,23;2,59
-1,82;5,23;-7,01;4,63;13,18;-6,21
1,42;4,49;-2,52;-2,28;2,19;0
-0,22;4,13;-4,1;-7,64;7;-3,69
-2,78;3,76;-9,32;0,82;14,93;-2,32
0,17;7,05;-10,05;4,84;12,13;3,96
-1,09;6,2;-8,09;1,95;7,47;-5,44
-3,09;5,32;-8,28;-1,39;0,71;0,17
-0,92;8,5;-9,83;-3,78;11,43;2,53
0,62;7,91;-8,94;-0,25;16,16;-1,98
1,36;6,28;-7,01;1,3;6,25;4,86
-0,85;4,42;-7,7;3,63;13,07;-2,04
-1,23;3,45;-6,15;3,13;10,87;-4,23
1,92;4,44;-2,08;-7,03;3,57;0,32
-0,65;3,35;-5,02;-4,74;13,77;-3,9
-1,47;3,71;-10,55;4,05;16,49;2,25
1,61;5,52;-9,74;2,99;11,9;0,7
-1,23;5,44;-7,61;1,31;5,5;-4,35
-2,53;6,26;-8,41;-2,22;6,08;3,26
-0,37;8,14;-9,49;-3,11;17,02;0,47
0,52;6,95;-8,09;0,68;12,43;0,92
1,58;4,12;-6,48;1,9;9,26;4,39
-0,43;4,81;-7,24;3,55;15,45;-3,33
-0,57;4,84;-5,06;-1,88;7,47;-1,29
1,87;3,42;-2,2;-8,25;6,54;-0,99
-0,73;3,55;-6,61;-0,72;16,2;-2,56
-1,02;3,62;-11,69;4,3;15,52;4,33
1,1;5,73;-10,42;1,69;9,5;-1,47
-1,45;5,89;-7,85;-0,11;3,5;-2,05
-2,19;5,64;-9,27;-3,25;8,85;4,04
-0,19;8,7;-10,91;-1,27;16,24;-0,51
1,25;6,53;-8,54;2,09;9,21;2,84
1,25;3,95;-7,46;2,05;11,45;0,83
-1,16;4,91;-7,79;2,53;12,98;-4,35
0;4,49;-4,28;-4,53;1,97;0,54
1,54;4,42;-2,94;-6,98;8,7;-3,48
-1,47;3,64;-8,07;2,42;17,8;-0,46
-0,54;4,8;-11,64;3,85;12,94;3,34
1,22;5,69;-9,29;0,96;4,53;-4,2
-1,38;4,69;-8,24;-0,96;0,68;1
-1,64;7,6;-10,73;-2,82;13,39;1,85
0,29;8,24;-10,61;0,64;14,32;-0,42
